tienda_id,nombre,categorias,latitud,longitud,direccion,calificaciones,rango_precios,metodos_pago,tamano_tienda,estacionamiento,horario_apertura,distrito,zona
7249,Centro Odontologico FatiCris,health,-12.177568,-76.9796346,"Cooperativa Umamarca, Mz H1 lote 29, San Juan de Miraflores",5.0,Medio,Efectivo,Mediana,No,Horario laboral,Miraflores,Lima Centro
7250,INVERSIONES Y MULTISERVICIOS MEJIA S.A.C,Sin Categoría,-12.1818511,-76.9786957,"Calle Santa Rosa, San Juan de Miraflores",3.5,Medio,Transferencia,Pequeña,No,Fines de semana,Miraflores,Lima Centro
7251,Casita,Sin Categoría,-12.1821659,-76.978577,"R29C+4HM, America Umamarca, Cercado de Lima",4.24,Alto,Transferencia,Pequeña,Sí,24 horas,Cercado de Lima,Lima Centro
7252,Comercial Alafsa S.A.C.,"home_goods_store, store",-12.182113,-76.97837109999999,"R29C+5M2, America Umamarca, Lima",4.4,Medio,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
7253,I.E.P Isaac Newton,Sin Categoría,-12.1822664,-76.9787462,"R29C+3GR, America Umamarca, Lima",4.3,Medio,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7254,Cevicheria El Tiburon,"restaurant, food",-12.1813208,-76.97855609999999,"R29C+FHG, Marcabamba, Lima",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7255,Ilusiones de Disney,Sin Categoría,-12.1813134,-76.9785584,Mz. E Lote 13 Coop. Umamarca San Juan de Miraflores Municipalidad Metropolitana de Lima LIMA,5.0,Medio,Tarjeta de crédito,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7256,BurgerBoar,"restaurant, food",-12.1813134,-76.9785581,"Mz. E Lote 13 Coop. Umamarca San Juan de Miraflores, LIMA",4.3,Medio,Transferencia,Pequeña,Sí,Fines de semana,Miraflores,Lima Centro
7257,ANDY CUYA,Sin Categoría,-12.1817897,-76.9780473,San Juan De Miraflores 15058,4.38,Alto,Tarjeta de crédito,Mediana,No,Horario laboral,Miraflores,Lima Centro
7258,Dracarys Restaurant,"bar, restaurant, food",-12.181697,-76.97805310000001,"Los Pinos, San Juan de Miraflores",5.0,Medio,Tarjeta de crédito,Pequeña,Sí,Fines de semana,Miraflores,Lima Centro
7259,Colegio Denisse,"primary_school, school",-12.1820465,-76.9790982,San Juan De Miraflores 15058,4.1,Medio,QR,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7260,Toldos América,Sin Categoría,-12.1822355,-76.9781984,"Calle América Mz I Lote 27 Urb. America, San Juan de Miraflores Lima",4.44,Medio,Efectivo,Grande,Sí,24 horas,Miraflores,Lima Centro
7261,SERVIPACKING SAC,Sin Categoría,-12.1822143,-76.9781592,"R29C+4P8, America Umamarca, Lima",4.38,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7262,Restaurante Rincón de Sabor,"restaurant, food",-12.181492,-76.9791115,"Calle 6 Lt. 13, San Juan de Miraflores",4.7,Alto,Transferencia,Grande,No,Fines de semana,Miraflores,Lima Centro
7263,Donde Hilda,Sin Categoría,-12.1812334,-76.97828369999999,"R29C+GM4, Marcabamba, Lima",4.64,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7264,Paneles Publicitarios Publipaneles,Sin Categoría,-12.1820547,-76.9793025,"Ca. Sta. Rosa Mz D, Lima 15058 San Juan de Miraflores LIMA",4.4,Medio,Transferencia,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7265,Agropecuaria Monteverde,"grocery_or_supermarket, food, store",-12.1820842,-76.979293,Calle Santa Rosa Mz D lote 16 San Juan de Miraflores,4.4,Medio,Tarjeta de crédito,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7266,Multicargas transporte de carga en Perú,moving_company,-12.1820494,-76.9793115,"Ca. Sta. Rosa Mz D, Lima 15058 San Juan de Miraflores LIMA",4.4,Alto,Transferencia,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7267,"Tensoestructuras Peru | Membranas, Toldos y Coberturas Tensadas",Sin Categoría,-12.1820871,-76.9793574,"Calle Santa Rosa Mz D, San Juan de Miraflores",4.4,Medio,QR,Grande,Sí,24 horas,Miraflores,Lima Centro
7268,Cooperativa Umamarca,Sin Categoría,-12.1823681,-76.9792348,"cooperativa Umamarca, Calle los Rosales, San Juan de Miraflores",4.0,Medio,Transferencia,Mediana,No,Horario laboral,Miraflores,Lima Centro
7269,FORLAC SOLUTIONS,Sin Categoría,-12.1823679,-76.9792461,"R29C+382, Jiron Los Rosales, Distrito de Lima",4.16,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7270,JN Print,Sin Categoría,-12.1819217,-76.977732,San Juan de Miraflores,3.5,Alto,Tarjeta de crédito,Grande,Sí,24 horas,Miraflores,Lima Centro
7271,Parque Umamarca #02,park,-12.1812238,-76.9792313,"R29C+G86, San Juan de Miraflores",4.62,Alto,Tarjeta de crédito,Grande,No,24 horas,Miraflores,Lima Centro
7272,I.E.P SAN SILVESTRE,school,-12.182394,-76.979238,"R29C+28R, Jiron Los Rosales, Cercado de Lima",4.0,Medio,Tarjeta de crédito,Mediana,Sí,24 horas,Cercado de Lima,Lima Centro
7273,Umamarca #03 Park,park,-12.1809071,-76.97843759999999,"R29C+JJM, Cesar Vallejo, San Juan de Miraflores",3.4,Alto,QR,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7274,Inversiones s&m asociados sac,Sin Categoría,-12.1824781,-76.9792689,"America Umamarca, San Juan de Miraflores",4.16,Medio,Transferencia,Grande,Sí,24 horas,Miraflores,Lima Centro
7275,SamCar Restobar,"restaurant, food",-12.1818364,-76.97956289999999,"Mz. M lt. 30 Cooperativa América 14804, San Juan de Miraflores",4.24,Bajo,QR,Pequeña,Sí,Fines de semana,Miraflores,Lima Centro
7276,"Ferreteria / Bodega ""El Amigo""","hardware_store, store",-12.1820336,-76.9776461,"R29C+5WQ, America Umamarca, Lima",4.0,Bajo,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7277,Coro Elí Shemá,Sin Categoría,-12.1825393,-76.9792487,"R28C+X8J, America Umamarca, Cercado de Lima",4.16,Medio,Tarjeta de crédito,Grande,Sí,Fines de semana,Cercado de Lima,Lima Centro
7278,Parque Umamarca #2,park,-12.1811679,-76.97934719999999,"R29C+G7J, San Juan de Miraflores",4.62,Alto,Efectivo,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7279,Sasha Masajes Spa,"spa, health",-12.1818628,-76.97759599999999,"America Umamarca S/N, San Juan de Miraflores",5.0,Alto,Tarjeta de crédito,Pequeña,No,Fines de semana,Miraflores,Lima Centro
7280,BARBERIA EL MANO LUIS,"hair_care, health",-12.18276,-76.978295,"R28C+VMW, J, San Juan de Miraflores",5.0,Bajo,Tarjeta de crédito,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7281,TRANSTOPER SAC,Sin Categoría,-12.1813974,-76.977643,San Juan de Miraflores,4.88,Medio,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7282,Proy Estimulacion Temprana,Sin Categoría,-12.1823912,-76.977719,San Juan de Miraflores,4.38,Alto,QR,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7283,Mass Umamac17,"food, store",-12.1808078,-76.97815419999999,"R29C+MPH, San Juan de Miraflores",4.5,Alto,QR,Mediana,No,24 horas,Miraflores,Lima Centro
7284,Los Jazmines,transit_station,-12.18084,-76.97912,Peru,4.3,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7285,Enfocom,Sin Categoría,-12.181461,-76.9796849,"R29C+C4V, San Juan de Miraflores",4.220000000000001,Medio,Transferencia,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7286,Chicken Reyes,"restaurant, food",-12.1810855,-76.97768740000001,San Juan de Miraflores,5.0,Medio,Efectivo,Mediana,Sí,24 horas,Miraflores,Lima Centro
7287,Lavandería lucia,laundry,-12.1826211,-76.97942619999999,"Cooperativa América Mz M lote 28, San Juan de Miraflores",5.0,Medio,Tarjeta de crédito,Grande,No,24 horas,Miraflores,Lima Centro
7288,POLLOS PIO´S BRASA,"restaurant, food",-12.180694,-76.9788806,"R29C+PCH, Lima",4.1,Alto,Efectivo,Grande,No,Horario laboral,Desconocido,Desconocido
7289,Activos mineros,Sin Categoría,-12.1798515,-76.97428839999999,"Prolongación Pedro Miota 421, San Juan de Miraflores",3.8,Alto,Tarjeta de crédito,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7290,Electroperu S.A.,Sin Categoría,-12.1783508,-76.9721871,"Avenida Pedro Miotta 421, Cercado de Lima",4.4,Medio,Efectivo,Grande,Sí,Horario laboral,Cercado de Lima,Lima Centro
7291,Libreriideas,store,-12.1811408,-76.97799959999999,"Los Pinos Mz. C Lt. 21, San Juan de Miraflores",4.7,Medio,Efectivo,Grande,No,Fines de semana,Miraflores,Lima Centro
7292,CJE,Sin Categoría,-12.1818609,-76.9741581,"Avenida Pedro Miotta 5, San Juan de Miraflores",4.5,Medio,Efectivo,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7293,VIVERO RIAN PERU,Sin Categoría,-12.1819021,-76.9744043,"R27H+C4X, San Juan de Miraflores",5.0,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7294,TIENDA RIAN PERU,store,-12.1819006,-76.9744092,"Avenida Pedro Miotta, San Juan de Miraflores",4.5,Alto,Transferencia,Grande,Sí,24 horas,Miraflores,Lima Centro
7295,MOLIPLANT TIENDA,store,-12.1818578,-76.9744202,"R29G+764, Avenida Pedro Miotta, San Juan de Miraflores",4.5,Medio,Efectivo,Grande,Sí,24 horas,Miraflores,Lima Centro
7296,Vivero El Eden,Sin Categoría,-12.1818741,-76.9744674,Peru,4.38,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7297,Carmen H,"florist, store",-12.1818532,-76.97448109999999,Peru,4.38,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7298,Vivero Kerly,"florist, store",-12.1818544,-76.97448100000001,Peru,4.38,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7299,Vivero Dayline,Sin Categoría,-12.1822032,-76.9743652,Avenida Pedro Miotta,4.58,Bajo,Transferencia,Pequeña,Sí,24 horas,Desconocido,Desconocido
7300,Vivero Sumacc,"florist, store",-12.1823153,-76.9743539,Peru,4.58,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7301,Vivero Dorotea,Sin Categoría,-12.1814674,-76.97457279999999,Peru,4.26,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7302,Reyna Flores,"florist, store",-12.1812624,-76.97462949999999,Peru,4.4,Alto,Tarjeta de crédito,Mediana,No,Horario laboral,Desconocido,Desconocido
7303,La Cabañita,"restaurant, food",-12.182645,-76.9742696,Peru,4.5600000000000005,Medio,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
7304,Vivero barato,"florist, store",-12.1811103,-76.9745647,"Avenida Pedro Miotta 5, Lima",4.4,Bajo,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
7305,Vivero Julia,"florist, store",-12.1810524,-76.9746962,Peru,4.4,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7306,abonos organico mario,Sin Categoría,-12.1808753,-76.97467569999999,"R29G+J4W, Avenida Pedro Miotta, San Juan de Miraflores",4.4,Medio,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7307,Centro de Gestión Ambiental CAFAE - Vivienda,Sin Categoría,-12.1832069,-76.9738558,"Avenida Pedro Miotta 5-10, Distrito de Lima",4.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7308,INACAL Instituto Nacional De Calidad,storage,-12.1832389,-76.9740004,"Avenida Pedro Miotta 50, Lima",4.5,Medio,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
7309,ADINELSA,Sin Categoría,-12.1802577,-76.9743053,"Avenida Pedro Miotta 421, San Juan de Miraflores",4.0,Medio,Efectivo,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7310,Vivero Verdecora,"florist, store",-12.1833956,-76.97407559999999,Peru,3.76,Alto,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7311,Vivero Alicia,Sin Categoría,-12.1833956,-76.97407559999999,Peru,3.76,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7312,Multi Plantas Shirley Ayala Cruz,"florist, store",-12.1835127,-76.97404639999999,Peru,3.76,Medio,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7313,Dr.Jardin,Sin Categoría,-12.1838064,-76.9739742,Peru,3.76,Medio,QR,Pequeña,No,24 horas,Desconocido,Desconocido
7314,Panel publicitario petty (puente América),Sin Categoría,-12.1830843,-76.9756397,"Av. El Triunfo, lima, San Juan de Miraflores",4.32,Alto,Transferencia,Pequeña,No,Fines de semana,Miraflores,Lima Centro
7315,America Umamarca,transit_station,-12.18166,-76.97614999999999,Peru,4.16,Bajo,Efectivo,Grande,No,24 horas,Desconocido,Desconocido
7316,PARADERO 101 LÍNEA AMARILLA,Sin Categoría,-12.1837084,-76.9749511,"R28F+9WC, San Juan de Miraflores",5.0,Medio,QR,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7317,Calle E,transit_station,-12.18318,-76.97567,Peru,4.32,Medio,Efectivo,Grande,Sí,24 horas,Desconocido,Desconocido
7318,América,transit_station,-12.18374,-76.97493,Peru,4.32,Bajo,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
7319,PROTECT DELYFER,store,-12.1831315,-76.97576839999999,"MZ C LT 11 COOP, Avenida El Triunfo, San Juan de Miraflores",4.32,Medio,Transferencia,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7320,Umamarca,transit_station,-12.18146,-76.97622,Peru,4.38,Bajo,QR,Pequeña,No,24 horas,Desconocido,Desconocido
7321,JyS Fuente de Soda,"restaurant, food",-12.1839795,-76.973658,"Calle Juan Fernandez mz-O Lt-16, San Juan de Miraflores",3.76,Medio,Transferencia,Mediana,Sí,Fines de semana,Miraflores,Lima Centro
7322,Aux. P. Sur,transit_station,-12.18163,-76.97628,Peru,4.16,Medio,Efectivo,Mediana,Sí,24 horas,Desconocido,Desconocido
7323,Auxiliar Pan. Sur,transit_station,-12.18317,-76.97582000000001,Peru,4.32,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7324,Lubricentro J & M,car_repair,-12.1828272,-76.97608319999999,"R28F+VGW, Lima",4.32,Medio,QR,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
7325,E&C Motors,Sin Categoría,-12.1825305,-76.97621389999999,Peru,4.12,Bajo,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
7326,Autotecnia Sandoval,Sin Categoría,-12.1823303,-76.9762812,Peru,4.32,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7327,Laboratorio Romero Diesel,gas_station,-12.1822313,-76.9763049,"R29F+4F4, Calle F, Cercado de Lima",4.32,Medio,QR,Pequeña,No,Horario laboral,Cercado de Lima,Lima Centro
7328,FRENOS Y EMBRAGUE JIREH SAC,car_repair,-12.1823014,-76.976294,"R29F+3FG, San Juan de Miraflores",4.4,Medio,Efectivo,Pequeña,No,24 horas,Miraflores,Lima Centro
7329,Mecánica General E&c Motor's,car_repair,-12.1825079,-76.9762497,Peru,4.12,Alto,Tarjeta de crédito,Mediana,No,Horario laboral,Desconocido,Desconocido
7330,Mecanica General Martinez,car_repair,-12.1824302,-76.9762774,Peru,4.12,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7331,Recicladora lunareja,Sin Categoría,-12.1827522,-76.9761608,"R28F+VGW, Lima",4.32,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7332,PALLKA,night_club,-12.1840937,-76.97361289999999,"Avenida Pedro Miotta 29, San Juan de Miraflores",3.76,Medio,QR,Pequeña,No,Fines de semana,Miraflores,Lima Centro
7333,E1,transit_station,-12.18331,-76.97581,Peru,4.32,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7334,ModaTwinS,"clothing_store, store",-12.1835871,-76.9755386,"Mz C lt 15 cooperativa, San Juan de Miraflores",4.32,Medio,QR,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7335,CASTILLA 4x4,Sin Categoría,-12.1836477,-76.9754631,"Avenida El Triunfo Mz A, San Juan de Miraflores",4.2,Medio,Efectivo,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7336,Parking Los Portales,parking,-12.184128,-76.9737738,"Avenida Pedro Miotta 29, Lima",3.76,Medio,Efectivo,Mediana,Sí,24 horas,Desconocido,Desconocido
7337,grupo walter sac,Sin Categoría,-12.1828967,-76.97614519999999,"Av el triunfo MZ E lt 6 coop, San Juan de Miraflores",4.319999999999999,Alto,Transferencia,Mediana,Sí,24 horas,Miraflores,Lima Centro
7338,Mayvi Fest,Sin Categoría,-12.1818361,-76.9764362,Peru,4.16,Medio,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
7339,América,transit_station,-12.1839,-76.97520999999999,Peru,4.5600000000000005,Bajo,Efectivo,Pequeña,Sí,Fines de semana,Desconocido,Desconocido
7340,Barrilito Salón de Eventos,Sin Categoría,-12.1841621,-76.97349919999999,"Avenida Pedro Miotta 2, Lima",4.3,Bajo,Transferencia,Mediana,Sí,Horario laboral,Desconocido,Desconocido
7341,Gabymar,Sin Categoría,-12.180357,-76.967213,"Avenida Mariano Pastor Sevilla 18, Lima",4.58,Medio,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7342,CAJAS ECOLOGICAS SAC,Sin Categoría,-12.1798873,-76.96675809999999,"Avenida Mariano Pastor Sevilla, San Juan de Miraflores",3.9,Medio,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7343,Corporacion Calcei SAC,store,-12.1780794,-76.9670368,"R2CM+Q58, San Juan de Miraflores",3.5,Medio,QR,Pequeña,No,Horario laboral,Miraflores,Lima Centro
7344,Melamínicos Form SAC,"furniture_store, home_goods_store, store",-12.1773283,-76.9697285,"Av. Andrés Avelino Cáceres Mz A Lote 04, San Juan De Miraflores lima",4.5,Alto,Efectivo,Mediana,Sí,Fines de semana,Miraflores,Lima Centro
7345,ASOC. MORROPANOS,Sin Categoría,-12.1798289,-76.9704988,"Cruce, Mariano Pastor Sevilla con, San Juan de Miraflores",4.14,Medio,Efectivo,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7346,TERRENO - SAN JUAN DE MIRAFLORES,Sin Categoría,-12.1799055,-76.97103310000001,"R2CH+2HP, Calle las Torres, San Juan de Miraflores",4.44,Bajo,Transferencia,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7347,Transportes Elio SAC - Base Lima,Sin Categoría,-12.179306,-76.9698867,"Cruce, Mariano Pastor Sevilla con, San Juan de Miraflores",4.3,Medio,QR,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7348,PTAR SAN JUAN,Sin Categoría,-12.1822946,-76.9668232,"R29M+37M, San Juan de Miraflores",3.9,Medio,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7349,LOCAL LUCANAS,Sin Categoría,-12.18104,-76.96688499999999,"Avenida Mariano Pastor Sevilla MZ C, San Juan de Miraflores",5.0,Bajo,Transferencia,Mediana,Sí,Horario laboral,Miraflores,Lima Centro
7350,Policlinico InproSalud,"hospital, health",-12.1804142,-76.96706689999999,"AH Heroes de San Juan, Avenida Mariano Pastor Sevilla 18, San Juan de Miraflores",5.0,Bajo,QR,Grande,Sí,Fines de semana,Miraflores,Lima Centro
7351,Casa,Sin Categoría,-12.1799842,-76.9672927,Calle Heroes de San Juan,4.58,Bajo,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7352,San Juan de Miraflores,park,-12.1790636,-76.9697857,"Cruce, Mariano Pastor Sevilla con, San Juan de Miraflores",4.18,Medio,Efectivo,Grande,Sí,Fines de semana,Miraflores,Lima Centro
7353,GINSUMIL CORPORATION S.A.C.,Sin Categoría,-12.1818935,-76.96651779999999,"Avenida Mariano Pastor Sevilla Mz. D, San Juan de Miraflores",3.88,Bajo,Transferencia,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7354,Inversiones Petra,Sin Categoría,-12.1818738,-76.96649339999999,"R29M+7C2, Avenida Mariano Pastor Sevilla, San Juan de Miraflores",4.1,Alto,QR,Pequeña,No,Horario laboral,Miraflores,Lima Centro
7355,Protesafe Sac,Sin Categoría,-12.1819624,-76.9664852,"Av. Mariano Pastor Sevilla Mz. D Lt. 36San, San Juan de Miraflores",3.92,Medio,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7356,Av. Pastor Sevilla Mz D Lte 37,storage,-12.1820871,-76.96649409999999,"Avenida Mariano Pastor Sevilla Mz D, San Juan de Miraflores",2.5,Alto,Efectivo,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7357,Dt Proyectos,storage,-12.1819717,-76.9664609,"Av. Mariano Pastor Sevilla Mz. D Lt. 36San, San Juan de Miraflores",3.92,Medio,Transferencia,Mediana,Sí,Fines de semana,Miraflores,Lima Centro
7358,Calle héroes de San Juan7,Sin Categoría,-12.1795912,-76.96746859999999,"R2CM+527, Calle Heroes de San Juan, Lima",5.0,Bajo,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
7359,Manini 7,Sin Categoría,-12.1795669,-76.9674691,"R2CM+52C, Calle Heroes de San Juan, Lima",4.58,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
7360,Optimus Automotriz,car_repair,-12.1801074,-76.9669492,"Avenida Mariano Pastor Sevilla 105, San Juan de Miraflores",4.0,Medio,Efectivo,Pequeña,Sí,Fines de semana,Miraflores,Lima Centro
7361,Taller Huacha,car_repair,-12.1800806,-76.9669636,"R29M+X67, San Juan de Miraflores",5.0,Medio,QR,Grande,Sí,24 horas,Miraflores,Lima Centro
7362,metalmecanica i&b s.a.c,Sin Categoría,-12.18075,-76.9665879,Villa EL Salvador,4.48,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
7363,ESPACIO VISUAL,Sin Categoría,-12.1822593,-76.9664093,"Avenida Mariano Pastor Sevilla Mz. D, San Juan de Miraflores",3.92,Alto,Transferencia,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7364,Restaurante Lucy,"restaurant, food",-12.1805159,-76.96665639999999,"R29M+Q8W, San Juan de Miraflores",4.66,Alto,QR,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7365,CASA DE LA TITA,Sin Categoría,-12.182372,-76.96636889999999,"Avenida Mariano Pastor Sevilla 40, Villa EL Salvador",5.0,Alto,Efectivo,Mediana,No,Fines de semana,Villa el Salvador,Lima Sur
7366,MARIA RAYMUNDO,lodging,-12.1806923,-76.966438,Avenida Mariano Pastor Sevilla MZ C,4.3,Bajo,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7367,Salón Spa Abriljas By Apaza,Sin Categoría,-12.1811674,-76.9662559,"R29M+GFQ, Avenida Mariano Pastor Sevilla, Lima",4.0,Bajo,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
7368,Comercial Vilca e hijos,"grocery_or_supermarket, food, store",-12.1815596,-76.9661277,"Cessar Canevaro, San Juan de Miraflores",4.2,Medio,Efectivo,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7369,P&C CONTADORES ASOCIADOS,"accounting, finance",-12.1815794,-76.9661129,"R29M+9H6, Av. Mariano Pastor Sevilla &, Calle las Torres, San Juan de Miraflores",4.2,Alto,Transferencia,Pequeña,Sí,Horario laboral,Miraflores,Lima Centro
7370,Av Pastor Sevilla Mz A Lt 32,store,-12.1822275,-76.9660916,"Avenida Mariano Pastor Sevilla 18, Cercado de Lima",4.0,Bajo,Transferencia,Pequeña,Sí,24 horas,Cercado de Lima,Lima Centro
7371,Las Torres,transit_station,-12.17998,-76.9666,Peru,4.4,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
7372,LOPEZ insumos químicos,store,-12.1816818,-76.9660091,"Avenida Mariano Pastor Sevilla, Villa EL Salvador",4.0,Medio,QR,Grande,No,24 horas,Villa el Salvador,Lima Sur
7373,Arte Visual Shop,Sin Categoría,-12.180044,-76.9665152,"15824, San Juan de Miraflores",4.26,Medio,Tarjeta de crédito,Grande,Sí,Horario laboral,Miraflores,Lima Centro
7374,Agente Interbank,"home_goods_store, store",-12.1816889,-76.96599669999999,"R29M+8JC, Santa Mercedes, Lima",4.5,Medio,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
7375,Bodega Mi Niño Jesus,Sin Categoría,-12.1800286,-76.9665182,Peru,4.26,Alto,Efectivo,Mediana,No,24 horas,Desconocido,Desconocido
7376,Santa Mercedes,transit_station,-12.18192,-76.96598,Peru,4.6,Bajo,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
7377,Juegos Recreativos Santa Ursula MESAS DE BILLAR PERÚ,store,-12.1828809,-76.9660918,"R28M+VH8, Avenida Mariano Pastor Sevilla, San Juan de Miraflores",4.34,Medio,Tarjeta de crédito,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7378,Rumah casa,Sin Categoría,-12.1829154,-76.9660756,"R28M+VH8, Avenida Mariano Pastor Sevilla, San Juan de Miraflores",4.34,Alto,Efectivo,Grande,No,Horario laboral,Miraflores,Lima Centro
7379,Praderas de vida. Jardín de plantas medicinales,park,-12.1789758,-76.9673929,"Calle las Torres, San Juan de Miraflores",5.0,Medio,QR,Grande,No,Fines de semana,Miraflores,Lima Centro
7380,"Bodega ""PEPE""","grocery_or_supermarket, store, food",-12.1821539,-76.96587749999999,"Avenida César Canevaro MZ C, San Juan de Miraflores",5.0,Alto,Transferencia,Grande,No,24 horas,Miraflores,Lima Centro
7381,Pastor Sevilla,transit_station,-12.17989,-76.96641,Peru,4.26,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
7382,KyJ repuestos,"store, car_repair",-12.1802277,-76.9660987,"R29M+WHC, San Juan de Miraflores",4.1,Medio,Tarjeta de crédito,Pequeña,Sí,Fines de semana,Miraflores,Lima Centro
7383,Ah santa ursula,parking,-12.181424,-76.965738,"MZ "" C"" LOTE 20 SANTA URSULA, San Juan de Miraflores",4.0,Medio,QR,Mediana,Sí,24 horas,Miraflores,Lima Centro
7384,Restaurante El Sabor D' Mary,"restaurant, food",-12.1815977,-76.9657155,"R29M+9P7, Santa Catalina, Lima",4.4,Medio,Tarjeta de crédito,Mediana,No,24 horas,Desconocido,Desconocido
7385,"Avenida Mariano Pastor Sevilla, 18",transit_station,-12.1832,-76.96591,Peru,4.34,Medio,Tarjeta de crédito,Pequeña,No,24 horas,Desconocido,Desconocido
7386,J&V Reparación de autos,car_repair,-12.1831451,-76.96584849999999,"Avenida Mariano Pastor Sevilla 22, San Juan de Miraflores",5.0,Medio,QR,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7387,CENTRO CULTURAL URQUILLOS,Sin Categoría,-12.1833277,-76.96587439999999,San Juan de Miraflores,3.1,Alto,Transferencia,Pequeña,Sí,24 horas,Miraflores,Lima Centro
7388,Canevaro,transit_station,-12.18014,-76.96586,Peru,4.04,Bajo,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
7389,Buenos Díaz,food,-12.1813982,-76.9654754,"MZ "" C"" LOTE 20 SANTA URSULA, San Juan de Miraflores",4.68,Medio,QR,Grande,No,Horario laboral,Miraflores,Lima Centro
